SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,price_per_sqft,property_age,listing_category
2327,2,1,Urban,1953,212603.1701695292,91.36363135776932,72,Mid-Range
1253,4,3,Suburb,1952,205827.91372135773,164.26808756692557,73,Mid-Range
2675,3,2,Rural,1985,350608.1323068653,131.06846067546365,40,High-End
1452,2,1,Suburb,1955,64055.91437875759,44.11564351154104,70,Budget
2060,2,2,Urban,1983,202645.46873652583,98.3715867653038,42,Mid-Range
2183,5,1,Rural,2001,215636.3058238462,98.77980111032808,24,Mid-Range
2014,2,3,Rural,1980,210336.9814886116,104.43742874310408,45,Mid-Range
1008,5,3,Suburb,1983,161063.73607289075,159.78545245326464,42,Budget
2256,2,2,Suburb,1991,162732.68100454088,72.13328058711919,34,Budget
2122,3,2,Rural,1997,283190.3905839381,133.45447247122436,28,High-End
2682,4,2,Rural,2005,257018.5571445656,95.83093107552781,20,Mid-Range
1815,3,2,Suburb,1967,161315.08881199546,88.87883681101678,58,Budget
1207,4,3,Suburb,1963,171344.51259950385,141.95899966818877,62,Budget
2154,2,3,Rural,2018,301758.3277786632,140.09207417765236,7,High-End
1403,3,3,Urban,2007,186512.3186615685,132.93821715008448,18,Budget
1151,5,2,Suburb,2019,147961.73986336417,128.55059936000362,6,Budget
1053,4,3,Suburb,2005,96856.0932254072,91.98109518082354,20,Budget
2143,4,3,Suburb,2002,241976.24174705177,112.9147185007241,23,Mid-Range
2696,2,1,Rural,2018,256546.84581714935,95.15832559983285,7,Mid-Range
2943,4,1,Rural,2009,245612.12503446644,83.45637955639363,16,Mid-Range
1627,4,1,Rural,1981,192616.91072899688,118.38777549415911,44,Mid-Range
1586,4,2,Suburb,1996,234537.6253437164,147.87996553828273,29,Mid-Range
2648,2,2,Suburb,1971,266525.8016301305,100.65173777572905,54,High-End
2991,3,3,Urban,1953,411274.8172102008,137.50411809100663,72,High-End
2443,2,3,Rural,1974,241617.27376623056,98.90187219248078,51,Mid-Range
2445,5,2,Rural,2010,230463.81535562876,94.25922918430624,15,Mid-Range
1103,4,1,Suburb,1961,249885.94696430844,226.55117585159425,64,Mid-Range
2875,4,3,Suburb,1980,320712.17394718895,111.55206050337007,45,High-End
1253,3,1,Urban,1950,131536.1635751427,104.97698609348978,75,Budget
2250,4,3,Suburb,2010,258681.64856947903,114.96962158643512,15,Mid-Range
2135,3,1,Suburb,1955,236721.57971005855,110.87661813117496,70,Mid-Range
1509,4,3,Suburb,1971,152417.95938444213,101.00593729916642,54,Budget
2496,4,1,Urban,1961,277449.0163566118,111.15745847620666,64,High-End
1098,2,1,Urban,1972,97639.64420350434,88.92499472086006,53,Budget
1152,2,2,Urban,1984,68864.72803706494,59.77840975439665,41,Budget
2884,5,3,Urban,1963,292602.0202390748,101.45701117859736,62,High-End
1913,3,1,Urban,1979,163126.63462798466,85.27267884369297,46,Budget
2919,5,2,Rural,1971,316117.1565885165,108.29638800565827,54,High-End
1877,2,3,Suburb,1965,173591.51575437415,92.48349267681095,60,Budget
1337,3,2,Urban,2020,245240.86934782268,183.42622987870058,5,Mid-Range
2729,2,1,Urban,1964,299136.08095898724,109.61380760681101,61,High-End
1821,3,3,Urban,1951,102620.91177154332,56.35415253791506,74,Budget
2186,4,1,Urban,1971,174740.9101274219,79.93637242791486,54,Budget
2743,5,1,Suburb,2012,303839.76221234776,110.76914408033093,13,High-End
1956,5,2,Suburb,1964,255500.6502956529,130.62405434338083,61,Mid-Range
2704,3,1,Rural,1968,305226.1480002337,112.87949260363672,57,High-End
1160,5,3,Suburb,1970,174048.9195625192,150.04217203665448,55,Budget
2603,2,2,Urban,1976,240369.9407103269,92.343427088101,49,Mid-Range
1800,5,1,Urban,1968,310732.5930169608,172.629218342756,57,High-End
1397,3,1,Urban,1975,125680.08165265153,89.96426746789658,50,Budget
2300,5,1,Urban,1998,303253.7531069421,131.8494578725835,27,High-End
1815,5,2,Suburb,2007,137931.9765937645,75.99557939050385,18,Budget
2939,2,3,Suburb,2016,238181.44457414243,81.04166198507738,9,Mid-Range
2527,4,2,Rural,1974,299144.4834011201,118.37929695335184,51,High-End
2919,2,1,Suburb,1971,340122.3586828582,116.52016398864617,54,High-End
2415,5,2,Urban,1963,230193.1787231853,95.31808642781999,62,Mid-Range
2158,5,1,Urban,1958,300494.89658879273,139.246940031878,67,High-End
2218,4,2,Suburb,1971,267560.2687840433,120.63132046169672,54,High-End
1400,4,1,Rural,1964,173748.30901295756,124.1059350092554,61,Budget
1639,2,2,Rural,1989,198112.8732028993,120.87423624337968,36,Mid-Range
2056,4,1,Suburb,2014,237224.42820565245,115.38153122843018,11,Mid-Range
1687,2,1,Suburb,2002,130383.649751031,77.28728497393658,23,Budget
1459,3,2,Suburb,1980,248587.29005790915,170.38196714044494,45,Mid-Range
1954,5,2,Urban,1959,268826.7410314462,137.57765661793562,66,High-End
2906,4,1,Suburb,1983,307426.13760987023,105.79013682376815,42,High-End
1469,3,3,Suburb,1986,224293.97218700784,152.68480067189097,39,Mid-Range
2398,3,1,Rural,1962,335992.3788479656,140.11358584152026,63,High-End
2045,2,1,Rural,1987,265649.0843029641,129.90175271538587,38,High-End
1749,2,3,Urban,1994,218960.6472310992,125.1919080795307,31,Mid-Range
2693,4,1,Rural,1959,257512.558546102,95.62293299149721,66,Mid-Range
1037,2,2,Rural,1971,86619.3046619419,83.52874123620242,54,Budget
1229,3,2,Suburb,2010,48780.11212797354,39.69089676808262,15,Budget
2388,3,3,Rural,1987,274896.26156200573,115.11568742127544,38,High-End
1562,5,1,Rural,2007,181237.83172594447,116.02934169394652,18,Budget
1437,3,2,Rural,1975,49052.37096077934,34.13526162893483,50,Budget
2799,4,1,Rural,1998,182649.2382746536,65.2551762324593,27,Budget
2306,5,3,Rural,2011,347942.00526169845,150.88551832684234,14,High-End
1026,2,2,Rural,1958,31998.01567703142,31.187149782681697,67,Budget
1225,5,3,Rural,2009,181103.2634891242,147.839398766632,16,Budget
2300,3,1,Rural,1979,172216.0833107921,74.87655796121396,46,Budget
1797,4,1,Urban,1970,273262.8516738026,152.0661389392335,55,High-End
2632,2,1,Suburb,1999,306987.05161477905,116.63641778677015,26,High-End
1283,2,3,Rural,1978,172933.77203910236,134.78859862751548,47,Budget
1878,3,2,Suburb,1989,159685.44672150235,85.02952434584789,36,Budget
1959,4,3,Rural,1966,244916.4657968306,125.02116681818815,59,Mid-Range
2504,3,2,Urban,2017,250927.64164111172,100.21071950523631,8,Mid-Range
1452,3,1,Rural,2013,86276.33242040729,59.41896172204358,12,Budget
2019,4,1,Urban,1972,209029.94857251868,103.53142574171306,53,Mid-Range
2852,3,3,Rural,1956,267060.0307693574,93.6395619808406,69,High-End
1815,4,2,Rural,1983,158867.81990114367,87.53047928437668,42,Budget
1658,4,1,Suburb,1973,200254.7187053508,120.7808918608871,52,Mid-Range
2539,3,1,Rural,1956,197039.39492254207,77.60511812624736,69,Mid-Range
1546,3,3,Rural,1957,251427.1553830112,162.63076027361657,68,Mid-Range
2215,5,3,Urban,1952,298798.8574661124,134.89790404790628,73,High-End
2072,2,2,Suburb,1953,209615.3837860778,101.16572576548155,72,Mid-Range
2535,2,1,Rural,2012,343628.22962201404,135.55354225720475,13,High-End
1016,4,2,Suburb,2015,86742.69815572829,85.37667141311839,10,Budget
2195,5,2,Suburb,2018,260504.83069560924,118.68101626223655,7,High-End
2243,4,2,Rural,1959,267664.3312110141,119.33318377664473,66,High-End
1157,5,3,Rural,2012,87137.890454451,75.31364775665601,13,Budget
1476,4,2,Rural,1986,217625.4427144939,147.4427118661883,39,Mid-Range
2069,2,2,Rural,2021,179619.68105889083,86.81473226625947,4,Budget
2396,5,2,Rural,1952,304272.5427676434,126.99187928532696,73,High-End
1517,3,3,Suburb,1978,180446.9392014465,118.94986104248287,47,Budget
1098,3,3,Urban,2011,96810.15543797814,88.16954047174694,14,Budget
2915,2,1,Suburb,1982,293526.34787643905,100.6951450691043,43,High-End
2768,5,3,Rural,2009,333027.9076426232,120.31355044892456,16,High-End
2060,3,3,Suburb,1991,261561.33142323635,126.97152010836716,34,High-End
1279,3,2,Urban,2011,60826.5300881568,47.557881226080376,14,Budget
2372,3,1,Suburb,1955,278442.1634559852,117.38708408768348,70,High-End
1496,2,3,Rural,1998,123828.10360692852,82.77279652869554,27,Budget
1301,4,1,Rural,2021,88586.0572983957,68.09074350376302,4,Budget
1180,3,2,Rural,1992,134443.89746195945,113.93550632369445,33,Budget
1606,3,3,Urban,1958,136925.17083144034,85.25851234834393,67,Budget
2122,4,2,Rural,2000,234164.8909559664,110.35103249574288,25,Mid-Range
1699,3,2,Rural,1963,150304.54943999165,88.46647995290856,62,Budget
1992,5,1,Rural,1973,240050.4959834057,120.50727710010327,52,Mid-Range
2139,3,3,Rural,2021,277542.7034815458,129.7534845636025,4,High-End
1190,4,1,Suburb,1982,197241.25178700703,165.7489510815185,43,Mid-Range
1252,2,2,Rural,1978,101805.59807931488,81.31437546271157,47,Budget
1980,2,3,Suburb,1951,197810.6222732038,99.90435468343627,74,Mid-Range
1927,5,2,Urban,2001,172279.06490573462,89.40273217734023,24,Budget
2184,3,1,Suburb,1994,205236.28390756497,93.97265746683378,31,Mid-Range
2279,3,1,Suburb,1987,206408.53323173916,90.56978202358015,38,Mid-Range
2346,4,2,Suburb,1994,279439.98438546,119.11337782841431,31,High-End
1127,4,1,Suburb,1965,127174.72259461066,112.84358704047087,60,Budget
1017,5,1,Suburb,1996,127458.03900892238,125.32747198517441,29,Budget
2816,5,2,Suburb,1974,356063.8292210288,126.44312117224034,51,High-End
2758,3,3,Urban,2006,344787.61939305766,125.01364009900567,19,High-End
1565,3,3,Rural,1968,153282.85159103858,97.9443141156796,57,Budget
1569,5,3,Urban,1987,23125.99668198565,14.739322295720617,38,Budget
2346,2,2,Suburb,2015,297939.72321022314,126.99902950137388,10,High-End
2895,2,2,Suburb,1956,348536.6136271412,120.39261265186225,69,High-End
1685,2,1,Suburb,1969,145096.73485398138,86.11082187179905,56,Budget
2815,2,3,Urban,1953,316533.4621599929,112.4452796305481,72,High-End
1625,5,1,Suburb,1964,273166.5599546608,168.10249843363744,61,High-End
2311,4,2,Urban,2013,343467.41393072536,148.62285328027926,12,High-End
2966,2,3,Suburb,2006,258865.961319416,87.2778021980499,19,Mid-Range
1853,5,2,Suburb,1999,197763.06532333908,106.72588522576312,26,Mid-Range
2686,2,1,Urban,1966,196431.16181485064,73.13148243293024,59,Mid-Range
1961,3,1,Urban,1965,192271.5714413316,98.04771618629862,60,Mid-Range
2662,2,2,Urban,1952,252805.98468674356,94.96843902582403,73,Mid-Range
1154,5,2,Urban,1994,20075.48609393928,17.3964350900687,31,Budget
1489,3,3,Suburb,1993,225167.54229185847,151.22064626719845,32,Mid-Range
2409,3,2,Suburb,2011,333108.7015124155,138.27675446758633,14,High-End
1784,2,1,Rural,1958,253462.8412249309,142.07558364626172,67,Mid-Range
2127,2,1,Suburb,2009,273921.24430261354,128.78290752356068,16,High-End
2952,3,2,Suburb,2006,230500.45057300347,78.08280845968952,19,Mid-Range
2416,4,2,Suburb,2010,361696.0810396887,149.7086428144407,15,High-End
2834,5,3,Suburb,2013,319789.84660978575,112.84045399075009,12,High-End
1245,5,1,Suburb,1966,174765.256712796,140.37370017092047,59,Budget
2199,5,1,Rural,2007,300718.816645502,136.7525314440664,18,High-End
2062,5,1,Urban,1996,261326.85093700883,126.73465127885976,29,High-End
2500,5,2,Suburb,2001,363561.9094447919,145.42476377791675,24,High-End
2705,3,1,Suburb,1967,251734.5890102333,93.06269464333948,58,Mid-Range
1758,5,2,Urban,1986,280965.8950193331,159.82132822487662,39,High-End
1537,4,3,Urban,2019,110904.32560798927,72.15636018737104,6,Budget
2890,4,2,Rural,1966,335743.30890850566,116.17415533166286,59,High-End
2841,2,3,Rural,1952,276296.33685332374,97.25319847001892,73,High-End
1920,2,3,Rural,1982,222212.13213889327,115.7354854890069,43,Mid-Range
1407,2,2,Urban,1956,221697.81574055224,157.5677439520627,69,Mid-Range
1524,2,3,Suburb,1951,223582.38488034377,146.70760162752217,74,Mid-Range
1827,3,2,Urban,1983,206212.79258609767,112.86961827372615,42,Mid-Range
2529,4,1,Suburb,1953,214945.59477018565,84.9923269158504,72,Mid-Range
1902,3,2,Urban,1998,152143.29657619866,79.9912179685587,27,Budget
2848,4,3,Urban,1966,376480.3015198191,132.19111710667806,59,High-End
1035,3,3,Urban,2020,135298.4456835019,130.7231359260888,5,Budget
1684,4,1,Urban,1961,160232.42030870466,95.14989329495526,64,Budget
1019,2,2,Suburb,1993,70855.37071563367,69.53422052564639,32,Budget
1320,4,1,Suburb,1998,183736.7270283909,139.1944901730234,27,Budget
2799,2,3,Suburb,2018,388318.721111638,138.73480568475813,7,High-End
1511,4,2,Suburb,1966,165073.71563418454,109.24799181613801,59,Budget
1399,3,3,Rural,1987,213210.0434161304,152.40174654476797,38,Mid-Range
1653,5,2,Rural,2005,140382.87226040527,84.9261175199064,20,Budget
1971,4,1,Urban,2010,260495.08469184453,132.16391917394446,15,High-End
2906,3,1,Suburb,1981,385304.7144909709,132.58937181382342,44,High-End
1470,5,3,Suburb,2005,144254.79594351217,98.13251424728719,20,Budget
2166,3,1,Urban,1972,277469.1074047808,128.1020809809699,53,High-End
2115,5,1,Urban,2015,252361.13148515,119.3196839173286,10,Mid-Range
2377,2,3,Urban,2016,256202.9962478454,107.78418016316593,9,Mid-Range
1833,4,3,Suburb,1954,139343.72748855263,76.01949126489505,71,Budget
2823,3,3,Suburb,1972,246154.6872755705,87.19613435195554,53,Mid-Range
1726,4,2,Suburb,2000,218372.93023353268,126.51965830448012,25,Mid-Range
2982,2,3,Rural,1974,309839.69209195976,103.90331726759214,51,High-End
1853,2,2,Urban,1973,219293.0105853752,118.34485190791969,52,Mid-Range
1050,4,3,Suburb,1979,203482.1889124172,193.79256086896874,46,Mid-Range
2688,3,2,Urban,2000,220036.0304825068,81.85864229259926,25,Mid-Range
2721,3,3,Rural,1979,365466.45278472325,134.31328658019964,46,High-End
1574,3,2,Urban,2021,125013.14514330492,79.42385333119753,4,Budget
2213,4,1,Suburb,1995,234126.80566940556,105.7961164344354,30,Mid-Range
2148,3,3,Urban,2006,213331.2022846543,99.31620218093776,19,Mid-Range
1149,3,3,Suburb,1978,91677.1743135704,79.78866345828581,47,Budget
1313,5,2,Rural,2011,262434.5217293376,199.87396932927462,14,High-End
1569,3,1,Rural,1978,184359.5380741188,117.50129896374685,47,Budget
2365,2,1,Suburb,1986,323820.0405682337,136.92179305210726,39,High-End
1304,3,2,Rural,1989,97808.59675103222,75.00659260048484,36,Budget
2715,4,3,Urban,2004,298075.9523945043,109.78856441786529,21,High-End
1681,4,1,Rural,1975,128702.11481480266,76.56282856323774,50,Budget
1837,3,3,Rural,1976,129730.19741095706,70.62068449153895,49,Budget
2806,4,2,Rural,2000,326637.4753191202,116.40679804672851,25,High-End
2077,4,3,Rural,1971,241442.143756707,116.24561567487096,54,Mid-Range
2002,3,1,Suburb,2014,259033.5696091164,129.38739740715104,11,Mid-Range
1443,5,2,Rural,1987,299103.33982685435,207.27882177883185,38,High-End
1612,5,1,Suburb,1950,127303.85743184252,78.97261627285516,75,Budget
1992,5,3,Suburb,1964,210318.9028635672,105.58177854596747,61,Mid-Range
1263,5,3,Suburb,1960,188936.21799927184,149.59320506672356,65,Mid-Range
2076,2,2,Urban,2005,185380.12933067384,89.29678676814731,20,Budget
2595,3,1,Urban,1987,294176.3398072445,113.36275137080712,38,High-End
2003,4,1,Suburb,2003,198735.76407487172,99.21905345724998,22,Mid-Range
2643,4,1,Urban,1972,268807.8484225868,101.70558018259054,53,High-End
1004,3,2,Rural,1986,65228.451657181766,64.9685773477906,39,Budget
2126,4,3,Urban,2000,262087.5685406145,123.27731351863335,25,High-End
2219,2,3,Rural,2010,255398.7488360053,115.09632664984467,15,Mid-Range
1773,5,3,Urban,1971,200902.1210079548,113.31196898361804,54,Mid-Range
1876,3,1,Suburb,2015,237628.6476429031,126.66772262414877,10,Mid-Range
1991,4,2,Suburb,2004,201135.28609513523,101.02224314170529,21,Mid-Range
1883,2,1,Urban,2016,327202.41442370834,173.7665504108913,9,High-End
2373,4,2,Rural,1975,313572.8518403207,132.1419518922548,50,High-End
1046,2,1,Rural,1987,161735.08959988356,154.622456596447,38,Budget
1866,4,2,Suburb,1999,135186.94087616628,72.44744955850283,26,Budget
1822,5,1,Rural,1972,206442.25251652248,113.3052977587939,53,Mid-Range
1935,3,1,Suburb,2002,176508.47514546313,91.21885020437371,23,Budget
2843,5,2,Urban,1988,295895.5580713673,104.07863456608067,37,High-End
1655,5,3,Urban,1972,215023.38326044296,129.92349441718608,53,Mid-Range
1268,4,3,Urban,2015,145269.20365725964,114.56561802623,10,Budget
1369,5,2,Suburb,1977,156946.23886717143,114.6429794500887,48,Budget
1635,3,2,Urban,2009,246606.27246872173,150.82952444570137,16,Mid-Range
2129,2,3,Rural,2016,194238.86404489263,91.23478818454328,9,Mid-Range
2693,2,1,Suburb,1959,281991.7020085731,104.71284887061756,66,High-End
2682,4,3,Rural,1983,258071.88013024023,96.223668952364,42,Mid-Range
1656,3,2,Urban,1950,149913.01063562068,90.52718033551973,75,Budget
1119,3,1,Suburb,1986,118571.5243008172,105.96204137695906,39,Budget
1830,2,2,Suburb,2017,258490.79490966225,141.2518004970832,8,Mid-Range
2810,2,3,Suburb,2020,237178.03687268015,84.40499532835592,5,Mid-Range
2627,5,1,Urban,2016,283416.61176366487,107.88603416964784,9,High-End
2081,4,3,Suburb,2007,234682.71104543685,112.7740081909836,18,Mid-Range
2974,2,3,Suburb,1965,236267.06232456485,79.44420387510587,60,Mid-Range
2369,2,3,Urban,2013,220216.97133488397,92.95777599615195,12,Mid-Range
1740,3,1,Urban,1977,231805.2696288392,133.22141932691906,48,Mid-Range
2497,3,3,Rural,2019,293908.2936846775,117.7045629494103,6,High-End
1116,3,1,Rural,1977,148823.04632708835,133.35398416405766,48,Budget
2853,2,3,Rural,1967,317837.8614141733,111.40478843819605,58,High-End
1790,4,3,Suburb,1992,311154.7318744357,173.82945914772944,33,High-End
2150,5,2,Urban,1963,256000.1605924757,119.0698421360352,62,Mid-Range
2416,4,3,Rural,1971,215724.19497451396,89.28981580070942,54,Mid-Range
2931,2,1,Rural,1963,249356.7367478768,85.0756522510668,62,Mid-Range
2012,5,2,Urban,1968,223423.08229570035,111.04526953066618,57,Mid-Range
2664,4,1,Suburb,1968,272864.8009845355,102.4267270962971,57,High-End
2081,2,3,Urban,1988,202344.3255562944,97.23417854699395,37,Mid-Range
1633,4,2,Urban,1982,228849.23363704217,140.1403757728366,43,Mid-Range
1512,2,2,Urban,1987,240983.2420495493,159.38045109097175,38,Mid-Range
2774,3,2,Suburb,1981,289649.3015046294,104.41575396706178,44,High-End
1801,4,1,Rural,1963,144200.25472284656,80.06677108431236,62,Budget
2119,3,2,Rural,1972,257560.4742361165,121.54812375465622,53,Mid-Range
2661,3,2,Suburb,1975,273196.6206523907,102.66689990694879,50,High-End
2141,5,1,Urban,1999,235009.5775041492,109.76626693327847,26,Mid-Range
1559,5,1,Urban,2018,166047.69062077426,106.5091023866416,7,Budget
2624,4,1,Rural,2004,258771.5961898808,98.61722415772897,21,Mid-Range
1487,2,3,Rural,2016,96385.9182789763,64.81904389978232,9,Budget
2260,5,1,Urban,1969,246585.67000113003,109.10870354032302,56,Mid-Range
2908,5,1,Suburb,2005,304455.99187438824,104.69600820989967,20,High-End
1896,3,2,Rural,1964,171955.104831796,90.69362069187552,61,Budget
2295,3,3,Suburb,2008,175119.20936481262,76.30466638989657,17,Budget
2212,2,2,Suburb,2006,273977.7959903137,123.85976310592844,19,High-End
1703,5,1,Urban,1980,133660.82096467528,78.48550849364374,45,Budget
2470,5,1,Suburb,2018,276587.1870510741,111.97861823930126,7,High-End
1580,2,2,Urban,1963,199265.5521697208,126.11743808210177,62,Mid-Range
1789,5,3,Suburb,1971,133679.26622996147,74.72289895470178,54,Budget
1860,4,3,Rural,1996,187289.18440161628,100.69310989334208,29,Budget
1246,4,2,Urban,1991,195380.2522240877,156.8059809182084,34,Mid-Range
2986,2,1,Urban,2020,290467.5265903441,97.27646570339722,5,High-End
2099,3,3,Urban,2010,125993.0726556148,60.02528473349919,15,Budget
